"Identifier","Frequency","Languages"
"loan_n",1,"Germanic"
"loan_n",1,"Old Norse"
"hazard_n",3,"Arabic"
"hazard_n",3,"French"
"hazard_n",3,"Old French"
"hazard_n",3,"Spanish"
"hazard_v",1,"French"
"proffer_v",1,"French"
"proffer_v",1,"Old French"
"proffer_v",1,"Latin"
"rod_n",8,"Middle English"
"rod_n",8,"Old English"
"rod_n",8,"German"
"rod_n",8,"Germanic"
"rod_n",8,"Old Norse"
"bivouac_n",1,"French"
"bivouac_n",1,"German"
"bivouac_n",1,"Old High German"
"bivouac_n",1,"Germanic"
"bivouac_n",1,"Italian"
"heaviness_n",4,"Old English"
"sparrow_n",1,"Middle English"
"sparrow_n",1,"Old English"
"sparrow_n",1,"German"
"sparrow_n",1,"Old High German"
"sparrow_n",1,"Germanic"
"sparrow_n",1,"Gothic"
"sparrow_n",1,"Greek"
"sparrow_n",1,"Old Norse"
"finch_n",2,"Breton"
"finch_n",2,"Dutch"
"finch_n",2,"Middle Dutch"
"finch_n",2,"Old English"
"finch_n",2,"German"
"finch_n",2,"Low German"
"finch_n",2,"Old High German"
"finch_n",2,"Germanic"
"finch_n",2,"Russian"
"coomb_n",16,"Celtic"
"coomb_n",16,"Old English"
"coomb_n",16,"Welsh"
"gorge_n",7,"French"
"gorge_n",7,"Old French"
"gorge_n",7,"Latin"
"gorge_v",1,"French"
"gorge_v",1,"Old French"
"cafe_n",21,"French"
"cafe_n",21,"Italian"
"rick_n",1,"Dutch"
"rick_n",1,"Middle English"
"rick_n",1,"Old English"
"rick_n",1,"Frisian"
"rick_n",1,"German"
"rick_n",1,"Germanic"
"rick_n",1,"Old Norse"
"homestead_n",2,"Danish"
"homestead_n",2,"Dutch"
"homestead_n",2,"Old English"
"trench_n",10,"French"
"trench_n",10,"Old French"
"trench_n",10,"Latin"
"rampart_n",7,"French"
"rampart_n",7,"Latin"
"rampart_n",7,"Provençal"
"rampart_n",7,"Old Provençal"
"breach_n",13,"Dutch"
"breach_n",13,"Middle Dutch"
"breach_n",13,"Old English"
"breach_n",13,"French"
"breach_n",13,"Old French"
"breach_n",13,"Frisian"
"breach_n",13,"German"
"breach_n",13,"Old High German"
"breach_n",13,"Germanic"
"fodder_n",2,"Dutch"
"fodder_n",2,"Middle Dutch"
"fodder_n",2,"Old English"
"fodder_n",2,"German"
"fodder_n",2,"Old High German"
"fodder_n",2,"Germanic"
"fodder_n",2,"Old Norse"
"parapet_n",10,"French"
"parapet_n",10,"Italian"
"parapet_n",10,"Latin"
"breastwork_n",1,"Old English"
"archery_n",1,"French"
"archery_n",1,"Old French"
"stillness_n",6,"Middle English"
"stillness_n",6,"Old English"
"sear_v",5,"Dutch"
"sear_v",5,"Middle Dutch"
"sear_v",5,"Middle English"
"sear_v",5,"Old English"
"sear_v",5,"German"
"sear_v",5,"Old High German"
"sear_v",5,"Germanic"
"tempest_n",2,"French"
"tempest_n",2,"Old French"
"tempest_n",2,"Latin"
"brazen_adj",6,"Old English"
"ghastly_adj",5,"Middle English"
"ghastly_adj",5,"Old English"
"swordsman_n",1,"Old English"
"postern_n",1,"French"
"postern_n",1,"Old French"
"postern_n",1,"Latin"
"rive_v",2,"Danish"
"rive_v",2,"German"
"rive_v",2,"Germanic"
"rive_v",2,"Old Norse"
"rive_v",2,"Swedish"
"barricade_n",2,"French"
"barricade_n",2,"Spanish"
"citadel_n",35,"French"
"citadel_n",35,"Italian"
"citadel_n",35,"Latin"
"citadel_n",35,"Portuguese"
"citadel_n",35,"Spanish"
"circuit_n",4,"French"
"circuit_n",4,"Old French"
"circuit_n",4,"Latin"
"parley_n",3,"French"
"parley_n",3,"Old French"
"parley_n",3,"Latin"
"greatness_n",1,"Old English"
"royalty_n",2,"French"
"royalty_n",2,"Old French"
"royalty_n",2,"Latin"
"champion_n",2,"Old English"
"champion_n",2,"French"
"champion_n",2,"Old French"
"champion_n",2,"Latin"
"injury_n",5,"French"
"injury_n",5,"Old French"
"injury_n",5,"Latin"
"henceforth_adv",2,"Old English"
"feeble_adj",1,"French"
"feeble_adj",1,"Old French"
"feeble_adj",1,"Latin"
"orc_n",1,"Old English"
"orc_n",1,"Latin"
"delude_v",1,"Latin"
"wage_n",1,"Dutch"
"wage_n",1,"Old English"
"wage_n",1,"French"
"wage_n",1,"Old French"
"wage_n",1,"German"
"wage_n",1,"Germanic"
"wage_n",1,"Gothic"
"burial_n",4,"Old English"
"burial_n",4,"German"
"burial_n",4,"Germanic"
"burial_n",4,"Latin"
"monster_n",7,"Old English"
"monster_n",7,"French"
"monster_n",7,"Old French"
"monster_n",7,"Latin"
"groaning_n",2,"Old English"
"leisure_n",5,"French"
"leisure_n",5,"Old French"
"leisure_n",5,"Latin"
"pilgrimage_n",1,"French"
"pilgrimage_n",1,"Old French"
"hovel_n",1,"Old English"
"marble_n",6,"Old English"
"marble_n",6,"French"
"marble_n",6,"Old French"
"marble_n",6,"German"
"marble_n",6,"Old High German"
"marble_n",6,"Greek"
"marble_n",6,"Latin"
"saffron_n",1,"Arabic"
"saffron_n",1,"French"
"saffron_n",1,"Old French"
"saffron_n",1,"German"
"saffron_n",1,"Italian"
"saffron_n",1,"Latin"
"saffron_n",1,"Russian"
"saffron_n",1,"Spanish"
"pendant_n",1,"French"
"pendant_n",1,"Old French"
"pendant_n",1,"Latin"
"suspend_v",1,"French"
"suspend_v",1,"Old French"
"suspend_v",1,"Latin"
"coral_n",1,"Arabic"
"coral_n",1,"French"
"coral_n",1,"Old French"
"coral_n",1,"Greek"
"coral_n",1,"Hebrew"
"coral_n",1,"Latin"
"coral_n",1,"Semitic"
"grotto_n",1,"Greek"
"grotto_n",1,"Italian"
"grotto_n",1,"Latin"
"cautious_adj",4,"Latin"
"heron_n",2,"Danish"
"heron_n",2,"Dutch"
"heron_n",2,"Middle English"
"heron_n",2,"Old English"
"heron_n",2,"French"
"heron_n",2,"Old French"
"heron_n",2,"German"
"heron_n",2,"Old High German"
"heron_n",2,"Germanic"
"heron_n",2,"Latin"
"heron_n",2,"Lithuanian"
"heron_n",2,"Old Norse"
"heron_n",2,"Church Slavonic"
"heron_n",2,"Old Church Slavonic"
"heron_n",2,"Welsh"
"gait_n",1,"Ga"
"gait_n",1,"German"
"gait_n",1,"Old High German"
"gait_n",1,"Germanic"
"gait_n",1,"Gothic"
"gait_n",1,"Old Norse"
"shingles_n",2,"French"
"shingles_n",2,"Greek"
"shingles_n",2,"Latin"
"slink_v",7,"Dutch"
"slink_v",7,"Middle English"
"slink_v",7,"Old English"
"slink_v",7,"German"
"slink_v",7,"Old High German"
"slink_v",7,"Germanic"
"slink_v",7,"Swedish"
"islet_n",1,"French"
"highway_n",12,"Old English"
"fertile_adj",2,"French"
"fertile_adj",2,"Old French"
"fertile_adj",2,"Latin"
"dismal_adj",4,"Egyptian"
"dismal_adj",4,"French"
"dismal_adj",4,"Old French"
"dismal_adj",4,"Latin"
"gutter_n",2,"French"
"gutter_n",2,"Old French"
"gutter_n",2,"Latin"
"vent_n",2,"Middle English"
"vent_n",2,"French"
"vent_n",2,"Old French"
"vent_n",2,"Latin"
"flattery_n",2,"French"
"flattery_n",2,"Old French"
"cauldron_n",1,"French"
"cauldron_n",1,"Old French"
"cauldron_n",1,"Italian"
"cauldron_n",1,"Latin"
"cauldron_n",1,"Spanish"
"cask_n",2,"French"
"cask_n",2,"Latin"
"cask_n",2,"Spanish"
"platter_n",3,"French"
"platter_n",3,"Old French"
"wreck_n",6,"French"
"wreck_n",6,"German"
"wreck_n",6,"Germanic"
"wreck_n",6,"Icelandic"
"wreck_n",6,"Old Norse"
"wreck_n",6,"Norwegian"
"truant_n",3,"Breton"
"truant_n",3,"French"
"truant_n",3,"Old French"
"truant_n",3,"Ga"
"truant_n",3,"Gaelic"
"truant_n",3,"Spanish"
"truant_n",3,"Welsh"
"dune_n",1,"Dutch"
"dune_n",1,"Middle Dutch"
"dune_n",1,"French"
"dune_n",1,"Old French"
"dune_n",1,"Ga"
"dune_n",1,"German"
"dune_n",1,"Low German"
"dune_n",1,"Germanic"
"dune_n",1,"Italian"
"dune_n",1,"Spanish"
"ninth_adj",1,"Old English"
"planting_n",1,"Old English"
"quickbeam_n",1,"Old English"
"humble_adj",1,"French"
"humble_adj",1,"Old French"
"humble_adj",1,"Latin"
"grandsire_n",2,"French"
"maul_v",1,"Middle English"
"passable_adj",1,"French"
"passable_adj",1,"Old French"
"pork_n",1,"Middle English"
"pork_n",1,"French"
"pork_n",1,"Old French"
"pork_n",1,"Latin"
"rasher_n",1,"Middle English"
"delivery_n",2,"French"
"delivery_n",2,"Old French"
"delivery_n",2,"German"
"salvage_n",1,"French"
"salvage_n",1,"Old French"
"wallet_n",1,"French"
"wallet_n",1,"Old French"
"wallet_n",1,"German"
"wallet_n",1,"Germanic"
"debt_n",3,"Middle English"
"debt_n",3,"French"
"debt_n",3,"Old French"
"debt_n",3,"Latin"
"calculation_n",2,"Latin"
"filth_n",10,"Dutch"
"filth_n",10,"Old English"
"filth_n",10,"German"
"filth_n",10,"Old High German"
"filth_n",10,"Germanic"
"fetter_n",1,"Dutch"
"fetter_n",1,"Middle Dutch"
"fetter_n",1,"Old English"
"fetter_n",1,"German"
"fetter_n",1,"Old High German"
"fetter_n",1,"Germanic"
"fetter_n",1,"Old Norse"
"fetter_n",1,"Swedish"
"smart_adj",1,"Middle English"
"smart_adj",1,"Old English"
"explode_v",1,"Latin"
"battalion_n",2,"French"
"battalion_n",2,"Italian"
"battalion_n",2,"Latin"
"infuriate_v",1,"Italian"
"infuriate_v",1,"Latin"
"seriously_adv",2,"Middle English"
"seriously_adv",2,"Latin"
"tin_n",1,"Dutch"
"tin_n",1,"Middle Dutch"
"tin_n",1,"Old English"
"tin_n",1,"French"
"tin_n",1,"German"
"tin_n",1,"Old High German"
"tin_n",1,"Germanic"
"tin_n",1,"Indo-European"
"tin_n",1,"Latin"
"tin_n",1,"Old Norse"
"rabbit_n",11,"Dutch"
"rabbit_n",11,"Flemish"
"rabbit_n",11,"Middle Dutch"
"rabbit_n",11,"French"
"rabbit_n",11,"Ga"
"rabbit_n",11,"German"
"rabbit_n",11,"Germanic"
"rabbit_n",11,"Walloon"
"grit_n",1,"Old English"
"grit_n",1,"Frisian"
"grit_n",1,"German"
"grit_n",1,"Germanic"
"grit_n",1,"Lithuanian"
"grit_n",1,"Old Norse"
"grit_n",1,"Church Slavonic"
"grit_n",1,"Old Church Slavonic"
"rubbish_n",1,"French"
"rubbish_n",1,"Old French"
"machinery_n",1,"Middle English"
"machinery_n",1,"Greek"
"belch_v",3,"Dutch"
"belch_v",3,"Middle English"
"belch_v",3,"Old English"
"whirlwind_n",1,"Old Norse"
"masonry_n",3,"French"
"masonry_n",3,"Old French"
"loiter_v",1,"Dutch"
"loiter_v",1,"Middle Dutch"
"loiter_v",1,"Old English"
"loiter_v",1,"German"
"loiter_v",1,"Old High German"
"loiter_v",1,"Germanic"
"loiter_v",1,"Gothic"
"digest_v",1,"Latin"
"overflow_v",1,"Middle English"
"overflow_v",1,"Old English"
"overflow_v",1,"German"
"overflow_v",1,"Old High German"
"overflow_v",1,"Germanic"
"thigh_n",1,"Dutch"
"thigh_n",1,"Old English"
"thigh_n",1,"Frisian"
"thigh_n",1,"German"
"thigh_n",1,"Old High German"
"thigh_n",1,"Germanic"
"thigh_n",1,"Old Norse"
"progress_n",2,"French"
"progress_n",2,"Old French"
"progress_n",2,"Latin"
"flotsam_n",3,"French"
"flotsam_n",3,"Old French"
"flotsam_n",3,"German"
"flotsam_n",3,"Germanic"
"flotsam_n",3,"Latin"
"rummage_v",3,"Old English"
"rummage_v",3,"French"
"rummage_v",3,"German"
"rummage_v",3,"Old High German"
"rummage_v",3,"Germanic"
"rummage_v",3,"Old Norse"
"grumble_v",1,"Dutch"
"grumble_v",1,"Middle Dutch"
"grumble_v",1,"French"
"crop_n",1,"Middle English"
"crop_n",1,"Old English"
"crop_n",1,"German"
"crop_n",1,"Old High German"
"crop_n",1,"Latin"
"crop_n",1,"Old Norse"
"scum_n",2,"Dutch"
"scum_n",2,"Middle Dutch"
"scum_n",2,"French"
"scum_n",2,"Old French"
"scum_n",2,"German"
"scum_n",2,"Old High German"
"scum_n",2,"Germanic"
"scum_n",2,"Italian"
"scum_n",2,"Old Norse"
"scum_n",2,"Spanish"
"detect_v",1,"Latin"
"base_n",7,"French"
"base_n",7,"Old French"
"base_n",7,"Greek"
"base_n",7,"Latin"
"balcony_n",2,"German"
"balcony_n",2,"Germanic"
"balcony_n",2,"Italian"
"embrasure_n",3,"French"
"embrasure_n",3,"Old French"
"sticky_adj",3,"Old English"
"footman_n",4,"Middle English"
"melodious_adj",1,"French"
"melodious_adj",1,"Old French"
"melodious_adj",1,"Latin"
"reasonable_adj",2,"Middle English"
"reasonable_adj",2,"French"
"reasonable_adj",2,"Old French"
"reasonable_adj",2,"Latin"
"gainsay_v",2,"Middle English"
"gainsay_v",2,"Old English"
"gainsay_v",2,"Ga"
"gainsay_v",2,"Latin"
"reject_v",5,"French"
"reject_v",5,"Old French"
"reject_v",5,"Latin"
"aggrieve_v",1,"French"
"aggrieve_v",1,"Old French"
"aggrieve_v",1,"Latin"
"countenance_n",1,"Middle English"
"countenance_n",1,"French"
"countenance_n",1,"Old French"
"countenance_n",1,"Latin"
"unwise_adj",2,"Dutch"
"unwise_adj",2,"Middle Dutch"
"unwise_adj",2,"Old English"
"unwise_adj",2,"German"
"unwise_adj",2,"Old High German"
"unwise_adj",2,"Gothic"
"unwise_adj",2,"Old Norse"
"suave_adj",1,"French"
"suave_adj",1,"Latin"
"dealer_n",1,"Old English"
"thereby_adv",1,"Dutch"
"thereby_adv",1,"Old English"
"thereby_adv",1,"Frisian"
"thereby_adv",1,"German"
"thereby_adv",1,"Low German"
"murderer_n",3,"Old English"
"murderer_n",3,"French"
"murderer_n",3,"Old French"
"murderer_n",3,"German"
"murderer_n",3,"Germanic"
"murderer_n",3,"Latin"
"gibbet_n",3,"French"
"gibbet_n",3,"Old French"
"charm_n",1,"French"
"charm_n",1,"Old French"
"charm_n",1,"Latin"
"raven_n",3,"Danish"
"raven_n",3,"Dutch"
"raven_n",3,"Old English"
"raven_n",3,"German"
"raven_n",3,"Old High German"
"raven_n",3,"Germanic"
"raven_n",3,"Greek"
"raven_n",3,"Latin"
"raven_n",3,"Lithuanian"
"raven_n",3,"Old Norse"
"raven_n",3,"Church Slavonic"
"raven_n",3,"Old Church Slavonic"
"smite_v",10,"Danish"
"smite_v",10,"Dutch"
"smite_v",10,"Middle Dutch"
"smite_v",10,"Old English"
"smite_v",10,"Frisian"
"smite_v",10,"German"
"smite_v",10,"Low German"
"smite_v",10,"Old High German"
"smite_v",10,"Germanic"
"smite_v",10,"Gothic"
"smite_v",10,"Swedish"
"brat_n",3,"Celtic"
"brat_n",3,"Old English"
"brat_n",3,"Irish"
"brat_n",3,"Old Irish"
"noose_n",1,"French"
"noose_n",1,"Old French"
"noose_n",1,"Latin"
"noose_n",1,"Provençal"
"noose_n",1,"Old Provençal"
"abuse_n",1,"Middle English"
"abuse_n",1,"French"
"abuse_n",1,"Old French"
"abuse_n",1,"Latin"
"violent_adj",4,"Middle English"
"violent_adj",4,"French"
"violent_adj",4,"Old French"
"violent_adj",4,"Latin"
"dismiss_v",4,"Middle English"
"dismiss_v",4,"Latin"
"redress_v",1,"French"
"redress_v",1,"Old French"
"remonstrance_n",1,"French"
"remonstrance_n",1,"Old French"
"remonstrance_n",1,"Latin"
"minister_n",1,"French"
"minister_n",1,"Old French"
"minister_n",1,"Latin"
"discourse_n",1,"French"
"discourse_n",1,"Latin"
"reverend_adj",1,"French"
"reverend_adj",1,"Old French"
"reverend_adj",1,"Latin"
"comprehension_n",2,"French"
"comprehension_n",2,"Old French"
"comprehension_n",2,"Latin"
"allot_v",1,"Old English"
"allot_v",1,"French"
"allot_v",1,"Old French"
"allot_v",1,"German"
"allot_v",1,"Old High German"
"allot_v",1,"Germanic"
"allot_v",1,"Gothic"
"fantasy_n",2,"French"
"fantasy_n",2,"Old French"
"fantasy_n",2,"Greek"
"fantasy_n",2,"Latin"
"anguish_n",6,"French"
"anguish_n",6,"Old French"
"anguish_n",6,"Latin"
"mock_v",6,"Dutch"
"mock_v",6,"Middle Dutch"
"mock_v",6,"Old English"
"mock_v",6,"French"
"mock_v",6,"Old French"
"mock_v",6,"German"
"mock_v",6,"Low German"
"mock_v",6,"Latin"
"demon_n",1,"Middle English"
"demon_n",1,"Old English"
"demon_n",1,"Greek"
"demon_n",1,"Latin"
"commodious_adj",1,"French"
"commodious_adj",1,"Old French"
"commodious_adj",1,"Latin"
"convenient_adj",1,"Latin"
"condition_n",1,"Middle English"
"condition_n",1,"French"
"condition_n",1,"Old French"
"condition_n",1,"Latin"
"presume_v",2,"French"
"presume_v",2,"Old French"
"presume_v",2,"Latin"
"surrender_v",6,"French"
"surrender_v",6,"Old French"
"conduct_n",2,"Latin"
"livid_adj",5,"Old English"
"livid_adj",5,"French"
"livid_adj",5,"Old French"
"livid_adj",5,"Irish"
"livid_adj",5,"Old Irish"
"livid_adj",5,"Latin"
"livid_adj",5,"Lithuanian"
"livid_adj",5,"Church Slavonic"
"livid_adj",5,"Old Church Slavonic"
"livid_adj",5,"Russian"
"livid_adj",5,"Welsh"
"modest_adj",1,"French"
"modest_adj",1,"Latin"
"dangle_v",1,"Danish"
"dangle_v",1,"Frisian"
"dangle_v",1,"Norwegian"
"dangle_v",1,"Swedish"
"pitiable_adj",3,"French"
"pitiable_adj",3,"Old French"
"globe_n",10,"French"
"globe_n",10,"Old French"
"globe_n",10,"Latin"
"murderous_adj",2,"Old English"
"salute_v",2,"French"
"salute_v",2,"Old French"
"salute_v",2,"Latin"
"tyrant_n",2,"French"
"tyrant_n",2,"Old French"
"tyrant_n",2,"Greek"
"tyrant_n",2,"Italian"
"tyrant_n",2,"Latin"
"tyrant_n",2,"Spanish"
"scheme_n",3,"Greek"
"scheme_n",3,"Latin"
"withhold_v",2,"Latin"
"unmarked_adj",1,"Old Norse"
"sunny_adj",2,"Dutch"
"sunny_adj",2,"German"
"sheen_n",3,"Dutch"
"sheen_n",3,"Middle Dutch"
"sheen_n",3,"Middle English"
"sheen_n",3,"Old English"
"sheen_n",3,"Frisian"
"sheen_n",3,"German"
"sheen_n",3,"Old High German"
"sheen_n",3,"Germanic"
"sheen_n",3,"Gothic"
"hawthorn_n",1,"Dutch"
"hawthorn_n",1,"Middle Dutch"
"hawthorn_n",1,"Old English"
"hawthorn_n",1,"German"
"hawthorn_n",1,"Germanic"
"hawthorn_n",1,"Old Norse"
"hawthorn_n",1,"Swedish"
"superior_adj",1,"French"
"superior_adj",1,"Old French"
"superior_adj",1,"Latin"
"egg_n",1,"Breton"
"egg_n",1,"Dutch"
"egg_n",1,"Middle Dutch"
"egg_n",1,"Middle English"
"egg_n",1,"Old English"
"egg_n",1,"German"
"egg_n",1,"Old High German"
"egg_n",1,"Germanic"
"egg_n",1,"Gothic"
"egg_n",1,"Greek"
"egg_n",1,"Latin"
"egg_n",1,"Old Norse"
"egg_n",1,"Church Slavonic"
"egg_n",1,"Old Church Slavonic"
"egg_n",1,"Russian"
"egg_n",1,"Welsh"
"idiotic_adj",1,"Greek"
"idiotic_adj",1,"Latin"
"revolve_v",1,"French"
"revolve_v",1,"Old French"
"revolve_v",1,"Latin"
"neglect_v",2,"Latin"
"itch_n",1,"Old English"
"itch_v",1,"Dutch"
"itch_v",1,"Middle Dutch"
"itch_v",1,"Middle English"
"itch_v",1,"Old English"
"itch_v",1,"German"
"itch_v",1,"Old High German"
"itch_v",1,"Germanic"
"elbow_n",3,"Dutch"
"elbow_n",3,"Middle Dutch"
"elbow_n",3,"Old English"
"elbow_n",3,"German"
"elbow_n",3,"Old High German"
"elbow_n",3,"Germanic"
"elbow_n",3,"Old Norse"
"probe_v",1,"Latin"
"expectation_n",1,"French"
"expectation_n",1,"Latin"
"error_n",1,"French"
"error_n",1,"Old French"
"error_n",1,"Greek"
"error_n",1,"Indo-European"
"error_n",1,"Irish"
"error_n",1,"Latin"
"error_n",1,"Lithuanian"
"error_n",1,"Old Norse"
"error_n",1,"Sanskrit"
"persuasion_n",1,"French"
"persuasion_n",1,"Old French"
"persuasion_n",1,"Latin"
"biter_n",1,"Middle English"
"inspection_n",1,"Old English"
"inspection_n",1,"French"
"inspection_n",1,"Old French"
"inspection_n",1,"Latin"
"instruction_n",2,"French"
"instruction_n",2,"Old French"
"instruction_n",2,"Latin"
"fee_n",2,"Middle English"
"fee_n",2,"Old English"
"fee_n",2,"French"
"fee_n",2,"Old French"
"fee_n",2,"German"
"fee_n",2,"Old High German"
"fee_n",2,"Germanic"
"fee_n",2,"Gothic"
"fee_n",2,"Latin"
"fee_n",2,"Lithuanian"
"fee_n",2,"Sanskrit"
"core_n",2,"French"
"core_n",2,"Old French"
"core_n",2,"Latin"
"grunt_v",5,"Danish"
"grunt_v",5,"Old English"
"grunt_v",5,"French"
"grunt_v",5,"German"
"grunt_v",5,"Old High German"
"grunt_v",5,"Latin"
"vehemence_n",1,"French"
"vehemence_n",1,"Old French"
"vehemence_n",1,"Latin"
"giddy_adj",1,"Old English"
"giddy_adj",1,"German"
"giddy_adj",1,"Germanic"
"brace_n",1,"French"
"brace_n",1,"Old French"
"brace_n",1,"Greek"
"brace_n",1,"Latin"
"brace_v",2,"French"
"brace_v",2,"Old French"
"spate_n",1,"Dutch"
"spate_n",1,"French"
"spate_n",1,"Old French"
"bight_n",1,"Danish"
"bight_n",1,"Dutch"
"bight_n",1,"Middle English"
"bight_n",1,"Old English"
"bight_n",1,"German"
"bight_n",1,"Low German"
"bight_n",1,"Germanic"
"grand_adj",2,"French"
"grand_adj",2,"Old French"
"grand_adj",2,"Latin"
"adder_n",1,"Dutch"
"adder_n",1,"Middle Dutch"
"adder_n",1,"Middle English"
"adder_n",1,"Old English"
"adder_n",1,"Ga"
"adder_n",1,"German"
"adder_n",1,"Old High German"
"adder_n",1,"Germanic"
"adder_n",1,"Gothic"
"adder_n",1,"Irish"
"adder_n",1,"Old Irish"
"adder_n",1,"Latin"
"adder_n",1,"Old Norse"
"adder_n",1,"Welsh"
"whimper_v",9,"German"
"sneak_v",10,"Middle English"
"sneak_v",10,"Old English"
"sneak_v",10,"German"
"sneak_v",10,"Germanic"
"throttle_v",5,"Middle English"
"glower_v",1,"Dutch"
"glower_v",1,"Middle Dutch"
"glower_v",1,"Old English"
"glower_v",1,"German"
"glower_v",1,"Germanic"
"glower_v",1,"Norwegian"
"flinch_v",3,"Middle English"
"flinch_v",3,"French"
"flinch_v",3,"Old French"
"flinch_v",3,"German"
"flinch_v",3,"Middle High German"
"flinch_v",3,"Germanic"
"sob_v",1,"Old English"
"sob_v",1,"Frisian"
"sob_v",1,"German"
"sob_v",1,"Old High German"
"cackle_v",4,"Dutch"
"cackle_v",4,"Middle Dutch"
"agility_n",2,"French"
"agility_n",2,"Old French"
"agility_n",2,"Latin"
"grasshopper_n",1,"Old English"
"grasshopper_n",1,"German"
"grasshopper_n",1,"Swedish"
"brightness_n",2,"Middle English"
"brightness_n",2,"Old English"
"alien_adj",1,"French"
"alien_adj",1,"Old French"
"alien_adj",1,"Latin"
"alien_n",1,"French"
"alien_n",1,"Latin"
"fawn_v",1,"Middle English"
"fawn_v",1,"Old English"
"cur_n",1,"Dutch"
"cur_n",1,"Middle Dutch"
"cur_n",1,"German"
"cur_n",1,"Low German"
"cur_n",1,"Old Norse"
"cur_n",1,"Swedish"
"self_n",4,"Dutch"
"self_n",4,"Old English"
"self_n",4,"Frisian"
"self_n",4,"German"
"self_n",4,"Old High German"
"self_n",4,"Germanic"
"self_n",4,"Gothic"
"self_n",4,"Old Norse"
"rift_n",3,"Danish"
"rift_n",3,"Middle English"
"rift_n",3,"Icelandic"
"rift_n",3,"Old Norse"
"rift_n",3,"Norwegian"
"mire_n",5,"Old English"
"mire_n",5,"German"
"mire_n",5,"Germanic"
"mire_n",5,"Old Norse"
"sleek_adj",2,"Middle English"
"problem_n",2,"French"
"problem_n",2,"Old French"
"problem_n",2,"Greek"
"problem_n",2,"Latin"
"napping_n",1,"Old English"
"scrabble_v",1,"Dutch"
"protrude_v",1,"Latin"
"relapse_v",1,"Latin"
"portion_n",3,"French"
"portion_n",3,"Old French"
"portion_n",3,"Latin"
"stink_v",4,"Dutch"
"stink_v",4,"Old English"
"stink_v",4,"Frisian"
"stink_v",4,"German"
"stink_v",4,"Old High German"
"stink_v",4,"Germanic"
"morsel_n",7,"French"
"morsel_n",7,"Old French"
"morsel_n",7,"Latin"
"expectant_adj",1,"French"
"expectant_adj",1,"Old French"
"expectant_adj",1,"Latin"
"prod_v",2,"Middle English"
"prod_v",2,"Old Norse"
"paternal_adj",1,"French"
"paternal_adj",1,"Old French"
"paternal_adj",1,"Latin"
"gradual_adj",1,"Latin"
"noisome_adj",6,"French"
"noisome_adj",6,"Old French"
"transparent_adj",1,"Latin"
"blear_v",2,"Old English"
"distaste_n",1,"French"
"distaste_n",1,"Italian"
"corps_n",1,"French"
"corps_n",1,"Latin"
"ooze_n",2,"Old English"
"ooze_n",2,"German"
"ooze_n",2,"Germanic"
"ooze_n",2,"Old Norse"
"cesspool_n",1,"French"
"cesspool_n",1,"Old French"
"cesspool_n",1,"Italian"
"cesspool_n",1,"Latin"
"gladden_v",2,"Old English"
"scud_v",1,"Danish"
"scud_v",1,"Dutch"
"scud_v",1,"Middle Dutch"
"scud_v",1,"Middle English"
"scud_v",1,"Old English"
"scud_v",1,"German"
"scud_v",1,"Low German"
"scud_v",1,"Germanic"
"stun_v",4,"French"
"stun_v",4,"Old French"
"complain_v",2,"French"
"complain_v",2,"Old French"
"complain_v",2,"Latin"
"immovable_adj",2,"Middle English"
"habitation_n",1,"French"
"habitation_n",1,"Old French"
"habitation_n",1,"Latin"
"potency_n",5,"Latin"
"pressure_n",2,"French"
"pressure_n",2,"Old French"
"pressure_n",2,"Latin"
"peat_n",1,"Breton"
"peat_n",1,"Celtic"
"peat_n",1,"Cornish"
"peat_n",1,"Irish"
"peat_n",1,"Old Irish"
"peat_n",1,"Latin"
"peat_n",1,"Welsh"
"buttress_n",4,"French"
"buttress_n",4,"Old French"
"buttress_n",4,"German"
"buttress_n",4,"Germanic"
"buttress_n",4,"Old Norse"
"leprous_adj",1,"French"
"leprous_adj",1,"Old French"
"leprous_adj",1,"Latin"
"vomit_n",2,"Avestan"
"vomit_n",2,"French"
"vomit_n",2,"Old French"
"vomit_n",2,"Greek"
"vomit_n",2,"Latin"
"vomit_n",2,"Lithuanian"
"vomit_n",2,"Old Norse"
"vomit_n",2,"Sanskrit"
"vomit_v",3,"Latin"
"powder_v",1,"French"
"powder_v",1,"Old French"
"obscene_adj",1,"French"
"obscene_adj",1,"Latin"
"disease_n",1,"French"
"disease_n",1,"Old French"
"oblivion_n",1,"French"
"oblivion_n",1,"Old French"
"oblivion_n",1,"Latin"
"morn_n",5,"Dutch"
"morn_n",5,"Middle Dutch"
